company_name,date,calculated_score,average_severity,number_of_evidence,holistic_analysis
EFX,2023-02-23,20,4.0,5,"EFX’s 2023-02-23 Form 10-K squarely acknowledges that COVID-19 has already hurt the firm and can still do so. The filing cites concrete, realized impacts (e.g., “significant revenue declines in several of our markets”) and points to continuing vulnerabilities such as weakened consumer lending, lingering labour shortages, and the possibility that similar pandemics could recur. Although the language is largely qualitative and lacks precise dollar figures, it explicitly ties the pandemic to adverse demand shocks and operational strain, confirming that the risk is both historical and forward-looking. Because the pandemic’s onset (March 2020) is less than three years before the filing date, the Time Decay Principle allows relatively high severity scores. Overall, the disclosures reveal a material but un-quantified risk that remains live; mitigation language is sparse and mainly limited to noting some recovery in unemployment-related revenue, so the net risk assessment stays elevated."
EFX,2024-02-22,13,2.1666666666666665,6,"EFX’s 10-K acknowledges that the COVID-19 pandemic is both a historical and an ongoing risk driver.  The filing states that the company “experienced significant revenue declines” in several markets because of the pandemic, demonstrating a direct, realised impact on its financial performance.  Management also warns that similar revenue contractions could recur with future pandemics, identifying a forward-looking exposure tied to macro-economic sensitivity in consumer credit demand and lending activity.  Although the narrative stops short of providing dollar figures or detailed operational disruptions (e.g., remote-work costs, supply-chain interruptions), it still elevates risk by expressly linking pandemic conditions to revenue shortfalls.  Given that COVID-19’s peak disruption began less than four years before the 2024 filing date, the Time Decay Principle allows moderately high scores (7-10) for direct, unquantified impacts and mid-range scores (3-6) for generic or background references.  Overall, the language reflects a material, recently-experienced risk that remains relevant, but the absence of precise metrics or granular operational details tempers the severity slightly below the maximum range."
EG,2021-03-01,52,3.466666666666667,15,"EG’s 2021-03-01 filing contains multiple, recent and company-specific disclosures that tie the COVID-19 pandemic (declared 11-Mar-2020) to both realised 2020 impacts and forward-looking threats. Management reports a concrete, quantified hit to underwriting results (USD 511 million of pandemic losses) and acknowledges adverse effects already felt on results of operations, investment values and liquidity. They further warn of continuing or worsening impacts—claim reserve volatility, lower premium demand, legislative mandates, credit strain, capital-market disruption, interest-rate pressure and operational/cyber risks tied to prolonged remote work. The language is generally specific and material (“may materially and adversely affect”, “could result in significant realised and unrealised losses”). Because the event is well within the 0-3-year window, the Time Decay Principle allows high severity scores. Sentences that quantify or confirm actual losses score highest; purely contingent or generic statements score lower; any embedded mitigation (e.g., operational resiliency) would reduce a score, but such offsets are minimal here. Overall, the filing evidences a high but varied pandemic risk profile, requiring a sentence-by-sentence scoring spectrum roughly between 1 and 9."
EG,2022-02-28,48,4.363636363636363,11,"EG’s 2022-02-28 filing links the COVID-19 pandemic to a broad spectrum of risks that are both already impacting the company and expected to remain material over the next several years.  The disclosure is dominated by direct, contemporaneous effects (e.g., adverse operating results, claim reserves, premium reductions) and forward-looking uncertainties around legislative actions, capital markets volatility, credit stress and operational continuity.  The language goes well beyond generic boiler-plate: it cites concrete mechanisms—loss-reserve volatility, premium give-backs, remote-work cyber-exposures—and repeatedly labels the potential impact as “material.”  Because the pandemic began in March 2020, less than three years before the filing date, Time Decay is minimal and high severity scores are permissible.  However, most statements remain qualitative and some include mitigating elements (existing reserves, remote-work implementation).  Accordingly, individual snippet scores cluster in the 4-8 range rather than the absolute maximum of 10.  Overall, the pandemic constitutes an elevated, multi-dimensional, continuing risk for EG with limited decay and high strategic relevance."
EG,2024-02-28,4,4.0,1,"The filing, dated February 28 2024, contains only a brief reference to pandemic risk within a broader disclosure on business-continuity threats. The company states it *may* face operational disruption from ""pandemic and public health crises,"" lumping COVID-19 together with wars, terrorism, natural disasters and cyber-attacks. The language is forward-looking and purely qualitative—there is no discussion of actual COVID-19 impacts on earnings, supply chains, labour or demand. Because the pandemic began four years before the filing date, the Time Decay Principle places the event in the medium-term window (4-10 years), capping reasonable evidence scores around 4-6. Given the disclosure’s generic form, absence of quantification, and its framing as one risk among many, the overall severity is moderate-to-low. I therefore assess the evidence at the lower end of the medium-term band, reflecting acknowledgement of an ongoing pandemic threat but little specificity or immediacy."
ELV,2021-02-18,67,5.583333333333333,12,"ELV’s 2021-02-18 Form 10-K repeatedly frames COVID-19 as a recent, still-evolving hazard that is already disrupting operations and could inflict further, material damage on virtually every financial metric the company tracks.  The filing contains both backward-looking evidence (higher 2020 costs, accelerated fourth-quarter expense, membership shifts) and forward-looking warnings (possible cash-flow shortfalls, supply-chain interruptions, labour challenges, investment losses, cost-of-capital spikes).  Language is highly specific—identifying remote-work inefficiencies, vendor failures, cyber-risk, delayed customer payments, and supply-chain breakdowns—and explicitly states that impacts “could be material.”  No quantitative dollar figure is supplied, so the disclosures fall short of a maximum-severity, but the breadth of identified channels (claims volatility, rate unpredictability, capital-market access, infrastructure disruption) and the fact that the pandemic began less than a year before the filing date justify high risk scores under the Time Decay Principle.  While the company notes monitoring efforts and some mitigating actions (e.g., expanded benefits, remote work), these do not materially offset the magnitude or uncertainty of the threat.  Overall, COVID-19 represents a live, enterprise-wide risk with high severity potential, warranting strong (7-9) scores for the most acute statements and moderate (4-6) scores where specificity or directness is weaker or partial mitigants are cited."
ELV,2022-02-16,51,5.666666666666667,9,"The filing, dated February 16 2022, shows Anthem/ELV describing COVID-19 as an ongoing, multi-faceted threat that has already produced measurable adverse impacts and remains highly uncertain.  Disclosures span direct cost pressure (surging utilisation, testing, treatment, vaccine administration), operational friction (remote-work productivity loss, heightened cyber-risk), supply-chain and third-party vendor disruptions, volatility in enrolment mix and cash-flows, and retroactive rate adjustments by regulators.  Language is largely present-tense (“are adversely affecting”, “continues to evolve”), indicating active impacts rather than hypothetical future risks, and repeatedly flags the possibility of “material” effects.  Because the 10-K is filed within two years of the WHO pandemic declaration (March 11 2020), the Time Decay Principle allows high severity scores (7-10).  Nevertheless, statements vary in specificity; some provide broad, qualitative warnings while others tie COVID-19 to concrete cost categories or operational problems.  The overall risk level is assessed as high: the pandemic has already affected claims, cash-flows and workforce arrangements, and management cites numerous paths through which further deterioration could occur, with limited mitigating language beyond ongoing monitoring.  Consequently, the evidence snippets earn scores clustered in the upper-mid to high range, reflecting immediacy, breadth of impact and explicit materiality references, tempered slightly where descriptions are generic or list potential rather than realised effects."
ELV,2023-02-15,51,5.1,10,"ELV’s 2023 Form 10-K repeatedly frames COVID-19 as a live, material, and multi-dimensional threat.  The filing was made fewer than three years after the WHO’s pandemic declaration, so Time Decay allows high severity scores.  Management discloses both realised impacts (e.g., retroactive Medicaid rate cuts, persistent utilisation volatility) and potential future shocks (labour shortages, supply-chain interruptions, cash-flow strain, membership losses).  Language is largely specific—often tying effects to concrete financial levers such as healthcare cost inflation, claims-liability uncertainty, and premium-rate predictability—and sometimes states that impacts “continue” or “will likely” occur, signalling current exposure rather than distant hypotheticals.  No meaningful mitigating actions are offered in the cited passages, so downward scoring adjustments are minimal.  Overall, the risk profile is acute, recent, and enterprise-wide, justifying upper-mid to high micro-scores across the extracted evidence."
ELV,2024-02-21,28,2.8,10,"ELV’s 2024 Form 10-K continues to frame COVID-19 as a live, albeit moderating, enterprise-wide threat.  Nearly four years after the WHO declaration, the company still attributes observable impacts—such as Medicaid enrollment attrition tied to the end of pandemic eligibility protections—and outlines forward-looking exposures including higher medical costs, labour shortages, supply-chain interruptions and cash-flow instability.  The language is generally prospective (“may cause”, “could have”), yet it also references concrete operational consequences already materialising (e.g., redetermination-driven membership losses).  No quantified dollar figures are provided, but the narrative explicitly labels the possible effect as “material” across earnings, cash flows and financial condition.  Applying the Time Decay Principle, COVID-19 now falls at the cusp of the 4-year boundary, so maximum evidence severity should sit in the mid-range (4-6).  Sentences that list detailed cost channels or cite actual enrolment pressure earn higher micro-scores; generic or heavily caveated statements, or those that simultaneously describe mitigations, score lower.  Collectively, the disclosures indicate a moderate but still strategically significant risk profile that ELV is actively monitoring and planning for."
EL,2021-08-27,77,3.6666666666666665,21,"EL’s 2021-08-27 filing acknowledges that COVID-19 is both an ongoing and a highly uncertain threat that is already eroding revenue drivers (brick-and-mortar traffic, travel retail, makeup demand) while simultaneously creating forward-looking exposure (future variants, consumer behaviour shifts, retailer bankruptcies).  Risk language is largely specific and present-tense: the company cites “significant disruption,” store closures, curtailed international travel, and even recorded asset impairments that it attributes directly to the pandemic.  Although EL points to certain offsets (e-commerce strength, cost controls), these are framed as partial mitigants, not neutralisers.  Because the filing date is well within three years of the WHO pandemic declaration, the Time-Decay Principle allows high severity scores.  Overall, the disclosure depicts a high but uneven risk landscape—most sentences convey material, realised impacts; a few offer only generic caveats or mitigations.  The micro-scores below reflect this mix, with direct, quantified or operationally specific impacts scoring highest and purely cautionary or mitigated statements scoring lower."
EL,2022-08-24,80,4.444444444444445,18,"COVID-19 remains a dominant, multi-dimensional risk for Estée Lauder (EL) in its 2022-08-24 filing.  The Risk Factors and MD&A sections establish that the pandemic is still inflicting direct, quantifiable harm on operations—curtailing store traffic, crippling travel-retail, constraining Chinese distribution centres, and inflating supply-chain and logistics costs.  Beyond immediate disruption, management warns of persistent uncertainty around new waves, regulatory responses and consumer behaviour shifts (notably the acceleration to online purchasing).  The company links COVID-19 to substantial structural actions: a two-year “Post-COVID Business Acceleration Program,” thousands of job eliminations and up to $515 million in restructuring charges, plus government assistance receipts and potential asset impairments.  Because the event window (March 2020 onward) is well within the 0-3-year “recent” band, time-decay does little to diminish severity.  Most disclosures are forward-looking but are anchored in concrete, realised impacts and dollar figures, elevating credibility.  Overall, EL faces a high residual pandemic risk (≈ 8/10 average across snippets) that is only partially offset by mitigation efforts such as digital pivoting and gradual travel recovery."
EL,2023-08-18,49,4.9,10,"EL’s 2023-08-18 10-K makes clear that COVID-19 remains one of the company’s most material, ongoing enterprise risks.  Although the initial WHO declaration occurred more than three years ago, multiple passages show that pandemic-related disruptions continued to depress fiscal-2023 sales (-10% overall) and to undermine the crucial Asia travel-retail channel.  The filing blends backward-looking evidence of realised harm—store closures, inventory reductions, weaker unit growth—and forward-looking warnings of a ‘more gradual and prolonged recovery.’  Risks span supply-chain bottlenecks (inventory tightening, shipping pressures), labour/travel constraints (visa delays, flight shortages, post-COVID regulations) and demand uncertainty (reduced foot traffic, changing consumer behaviour).  These statements are specific to COVID-19 (not generic ‘pandemic’ language), are tied to concrete business metrics and are temporally recent (FY-2023).  Under the Time Decay Principle, an event 3.5 years old commands moderately high severity scores (≈6-8) when impacts are still manifest; generic or mitigated statements merit lower scores (≈3-4).  The sentence-level micro-scores below reflect that calibration."
EL,2024-08-19,9,3.0,3,"Estée Lauder’s 2024 Form 10-K references COVID-19 primarily as an ongoing, broad-based threat rather than a newly emerging shock. The company frames pandemic exposure in the context of consumer-demand swings (especially travel retail) and general business disruptions that can hamper global operations. The wording is largely prospective and generic—grouping pandemics with other disruptive events—yet it still acknowledges that such health crises can curb spending and interrupt travel, two core revenue drivers for EL. Because COVID-19 began over four years before the filing date, the Time Decay Principle dictates that evidence be scored in the moderate or lower range; no language points to quantified losses or specific operational stoppages during fiscal 2024. Overall, the risk is real but normalized: management signals vigilance but not acute distress, leading to modest severity scores for each extracted sentence."
EMN,2021-02-22,72,5.142857142857143,14,"The filing, dated February 22 2021, contains extensive, up-to-date discussion of COVID-19.  The company makes clear that the pandemic is not merely a hypothetical risk but an event that has already triggered concrete, material impacts: demand destruction, volume declines, capacity under-utilisation, segment-level impairments, liquidity actions, and large cost-cutting programmes.  Most disclosures are backward-looking (actual 2020 effects) but several expressly project continuing uncertainty and future exposure—e.g., the Risk Factor section.  Many impacts are quantified (e.g., $150 million cost cuts, $650 million precautionary borrowings, ~$200 million EBIT hit from lower capacity utilisation).  Because the event is well within the 0-3-year “recent” window of the Time Decay Principle, evidence can receive high severity scores when it shows a direct causal linkage, quantified financial consequences, or systemic operational disruption.  Sentences that only describe mitigation (remote work, repayments) or are generic receive lower scores.  Overall, COVID-19 constitutes a high-severity, ongoing risk for EMN, reflected in multiple segments and corporate-level liquidity management."
EMN,2022-02-25,47,6.714285714285714,7,"The filing, dated February 25 2022, repeatedly links the COVID-19 pandemic to both realized 2020–2021 financial impacts and to continuing, forward-looking uncertainties.  Several passages quantify the operational harm in qualitative terms—lower capacity utilization, reduced sales volumes, unfavorable product mix and EBIT pressure—while the risk section projects that ongoing pandemic-driven disruptions in demand, supply chains, labor markets and capital markets ""may adversely impact"" liquidity and future results.  Because the pandemic is recent (within 0-3 years of the filing), the Time Decay Principle allows high severity scores.  Nonetheless, certain sentences note partial recovery in 2021, which acts as a mitigating factor for those specific snippets.  Overall, the disclosures show both direct historical damage and unresolved exposure, indicating a high but not maximum risk profile."
EMN,2023-02-15,13,6.5,2,"EMN’s 2023 filing treats COVID-19 as an ongoing, recently experienced risk rather than a closed historical issue.  The company explicitly states that the “continuing COVID-19 pandemic” has already affected demand, costs, cash flows, and supply-chain reliability and could further constrain access to capital, worsen liquidity, and raise raw-material and energy prices.  These passages frame COVID-19 as both a realized and forward-looking threat, emphasizing broad operational channels (market demand, labor, logistics, input availability, financing).  Although no dollar amounts are given and the language remains largely qualitative, the breadth of potential impacts and the acknowledgment of already-experienced disruption elevate the risk level.  Under the Time Decay Principle, the pandemic is within three years of the filing date, so high—but not maximum—scores are warranted (no quantified materiality).  Overall, the risk is assessed as significant, pervasive, and current, justifying mid-to-upper single-digit severity scores for each supporting sentence."
EMN,2024-02-14,3,3.0,1,"EMN’s 2024 Form 10-K contains only one direct reference to the COVID-19 or broader pandemic threat.  The company slots “global pandemics” into a catch-all list of disruptive forces that can raise raw-material and energy costs and cripple supply and transportation networks.  The wording is entirely forward-looking and highly generic—there are no figures, case studies, or post-2020 impact data.  Nevertheless, the disclosure does acknowledge a clear operational exposure: pandemics could impair the availability and pricing of critical inputs, thereby affecting manufacturing continuity and financial performance.  Because the filing date (February 2024) is less than four years after the formal declaration of COVID-19 as a pandemic, the Time Decay Principle still allows a moderate risk weight.  Overall, the evidence points to a live but only modestly detailed risk, meriting mid-range severity scores."
EMR,2021-11-15,71,4.4375,16,"EMR’s November 15 2021 Form 10-K acknowledges both realized and continuing risks from the COVID-19 pandemic.  Because the filing date is within two years of the World Health Organization’s March 11 2020 declaration, the Time-Decay Principle permits relatively high scores.  The Risk Factors section expressly states that COVID-19 has already ‘adversely impacted’ the company and may cause further material harm, detailing concrete mechanisms such as demand destruction, supply-chain interruptions, regulatory delays, labour shortages tied to vaccination mandates, manufacturing downtime, employee absenteeism, credit-market volatility and liquidity pressure.  The language is event-specific—not a boiler-plate reference to generic epidemics—and blends backward-looking evidence (e.g., 9 % sales decline in 2020 directly attributed to COVID-19) with forward-looking uncertainty.  Several mitigating steps (remote-work arrangements, hygiene protocols, diversified supply, hedging) are disclosed but are outweighed by the breadth, immediacy and multi-dimensional nature of the threat.  Accordingly, individual snippet scores cluster in the 5-8 range, with the highest scores reserved for quantified, already-realised impacts, and moderate scores for prospective or less-specific statements.  Very generic pandemic references score low.  No snippet is reduced to zero because the event is recent and clearly relevant."
EMR,2022-11-14,55,5.0,11,"Emerson’s 2022 Form 10-K squarely acknowledges that the COVID-19 pandemic is an active, material risk driver across its global footprint.  Statements in Item 1A move beyond boiler-plate references and document both realized impacts (e.g., increases in economic and operational uncertainty, workforce absenteeism, Chinese shutdowns already affecting results) and forward-looking exposures (potential supply-chain failures, labour shortages, liquidity constraints).  The disclosures touch every layer of the enterprise—raw-material sourcing, worldwide manufacturing plants, employee availability, customer demand, and access to capital—demonstrating broad vulnerability.  While the company notes some mitigating actions (employee-protection measures) and stresses that ultimate outcomes remain “highly uncertain,” the tone is still primarily cautionary.  Given the filing date of November 2022 (i.e., less than three years after the World Health Organisation declared COVID-19 a pandemic), the Time Decay Principle classifies the event as “recent,” permitting elevated severity scores.  However, the absence of hard dollar quantification or margin data keeps individual sentence scores below the maximum.  Overall, the pandemic represents a high, continuing risk—clearly recognised by management—warranting strong but not maxed-out snippet ratings."
EMR,2023-11-13,24,3.4285714285714284,7,"EMR’s 2023 Form 10-K continues to treat COVID-19 primarily as a recently-past but still potentially re-emerging threat.  The filing acknowledges that the initial 2020 outbreak “significantly increased” uncertainty and that operations have now “generally stabilized,” yet management still flags multiple forward-looking vulnerabilities: renewed variants could trigger governmental actions, disrupt global supply chains, raise absenteeism, and impair the firm’s ability to satisfy customer demand.  Most statements are qualitative and unquantified, positioning the pandemic as a contingent, rather than currently material, risk.  Because the event is roughly 3 years and 8 months old—just outside the 0-3-year “recent” window—the Time Decay Principle requires us to temper scores into an upper-medium band (4-7).  Sentences that describe concrete operational channels (manufacturing outages, labor shortages, supply chain stress) receive higher scores, whereas generic or mitigating language (e.g., “operations have stabilized”) pulls scores down or to zero.  Overall, EMR still faces a moderate residual exposure to pandemic-related disruptions, but the narrative suggests that active impacts have waned and future effects are contingent on resurgence scenarios."
EMR,2024-11-12,9,4.5,2,"EMR’s Form 10-K acknowledges pandemic-related threats only at a broad, precautionary level.  All references appear in the Risk Factors section and frame COVID-19 as one example of potential ‘epidemic or pandemic’ events that could disrupt raw-material supply chains and shutter global manufacturing sites.  The company does not cite any quantified cost figures, past losses, or detailed mitigation programs tied specifically to COVID-19; instead, it places pandemics alongside other contingencies such as natural disasters, wars or labor strife.  This language is therefore forward-looking and generic, signalling that management sees pandemic disruption as an ongoing but un-measured contingency rather than a currently material hit.  Because the filing date (November 2024) is roughly 4 ½ years after the World Health Organization declared COVID-19 a pandemic (March 2020), the Time Decay Principle limits severity to the mid-range: the event is no longer ‘recent’ but remains within the 4-10-year window where moderate risk scores (4-6) are appropriate.  Overall, the disclosure indicates a continuing, non-quantified operational risk that merits monitoring but does not rise to a high-severity warning."
ENPH,2021-02-16,47,5.875,8,"ENPH’s 2020 Form 10-K, filed in February 2021, presents COVID-19 as both an already-occurring disruption and an ongoing, uncertain threat.  The company discloses concrete, near-term hits—lower demand in Q2–Q3 2020, cancelled sales meetings, semiconductor shortages, slower installations, and logistics delays—showing that the pandemic has materially affected revenues, operations and supply chains within the last fiscal year.  At the same time, management warns that these pressures could persist or worsen, citing potential liquidity strains, extended remote-work selling limitations and unknown long-term behavioral changes.  The language is specific (e.g., naming product lines IQ7/IQ8 and pinpointing quarters of demand decline) and repeatedly labels the impact as “material.”  Because the filing date is less than one year after the WHO declaration (March 2020), the Time-Decay Principle permits high severity scores.  Overall, the COVID-19 pandemic represents a high, continuing risk driver for ENPH with multiple operational vectors—demand, supply chain, labor and liquidity—already realized and still evolving."
ENPH,2022-02-11,71,5.461538461538462,13,"ENPH’s 2021 Form 10-K links the COVID-19 pandemic to numerous operational and financial hazards that are both current and forward-looking.  The filing discloses that the pandemic has already disrupted semiconductor supply, constrained logistics, reduced manufacturing throughput and affected liquidity, while simultaneously warning that these pressures may intensify or persist.  The company couples broad statements (“our business has been affected”) with granular examples (worker absenteeism, port closures, IQ7/IQ8 component shortages), demonstrating direct exposure across the value chain—from inbound parts to outbound customer demand.  Although ENPH references a few mitigants (e.g., expanding its supplier base), those passages are tentative and explicitly state that success is uncertain.  Because the filing date (11 Feb 2022) falls within two years of the WHO declaration (11 Mar 2020), the Time Decay Principle allows high severity scores.  Overall, the risk evidence is recent, specific, and tied to material business functions such as supply chain continuity, manufacturing capacity, demand growth and liquidity, warranting elevated micro-scores (mostly 6-8) with limited downward adjustment for mitigation language."
ENPH,2023-02-13,74,5.285714285714286,14,"ENPH’s 2023-02-13 filing contains numerous, recent references to COVID-19 that collectively paint a picture of a still-elevated, multi-dimensional risk.  Although the company reports strong current performance, it explicitly states that the pandemic has already disrupted component supply, shipping, labor availability and customer demand, and could continue—or even worsen—across future periods.  Management links the virus to concrete operational areas: supply-chain bottlenecks, cost inflation, manufacturing capacity, liquidity pressure, sales‐force effectiveness, and overall financial results.  Most disclosures are forward-looking and framed in contingency language (“may continue,” “could materially and adversely affect”), yet several sentences acknowledge realised impacts (“have adversely affected”).  Mitigating language is limited to monitoring efforts and supplier engagement, providing only minor offset.  Because the event is well within the 0-3-year “recent” window, the Time Decay Principle allows high severity scores.  Overall, the narrative signals a material, continuing pandemic risk that justifies upper-mid to high micro-scores for individual evidence snippets."
ENPH,2024-02-09,8,2.6666666666666665,3,"ENPH’s 2023 Form 10-K shows COVID-19 framed primarily as a supply-chain and operations threat.  Management acknowledges that the pandemic has already ‘contributed to and exacerbated’ logistics pressures, citing concrete strain on component availability, freight costs and supplier reliability.  Although the filing date (February 2024) is almost four years after the World Health Organization declared COVID-19 a pandemic, the company still treats the virus as an ongoing variable that could intensify.  The language combines one backward-looking, factual impact statement with several forward-looking, hypothetical clauses that tuck COVID-19 into broader lists of health or geopolitical disruptions.  Accordingly, the evidence signals a moderate residual risk rather than an acute, quantified crisis.  Applying the Time-Decay Principle (event falls at the recent/medium boundary), individual snippet scores are capped in the mid-range.  We award higher points where ENPH ties COVID-19 to realised supply-chain strain and potential future worsening, and lower points where it is merely cited among many generic hazards.  No strong mitigating actions (e.g., detailed contingency plans or quantified recoveries) are disclosed in the COVID context, so deductions are minimal.  Overall, the pandemic remains a live but moderating risk, warranting mid-single-digit severity scores for the most explicit disclosure sentences."
EOG,2021-02-25,46,4.6,10,"EOG’s 2021 Form 10-K presents COVID-19 as both an already-realized shock and a continuing, material threat.  Management links the pandemic to sharp, historically unprecedented declines in commodity prices during 1H 2020 that triggered a $1.8 billion impairment, depressed cash flows, forced well shut-ins and capital-spending cuts, and hurt the company’s share price.  Going forward, EOG warns that any prolongation or resurgence of the outbreak could disrupt supply chains, shrink workforce availability, impair customers’ ability to pay, and reignite price volatility—risks that would again “materially and adversely” hit operations and liquidity.  The narrative mixes concrete, quantitative impacts (e.g., impairment charge, cash-flow squeeze) with broad, forward-looking cautions about uncertainty and market instability.  Because the filing date (25 Feb 2021) is less than a year after the World Health Organization declared COVID-19 a pandemic (11 Mar 2020), the Time Decay Principle allows high severity scores.  Overall, EOG discloses a high-level, recent risk that is already affecting financial results and could intensify; however, partial commodity-price recovery and phrasing such as “if such price declines were to reoccur” modestly temper—but do not eliminate—the risk signal."
EOG,2022-02-24,64,5.818181818181818,11,"COVID-19 is treated by EOG as a recent, still-evolving threat that has already produced concrete, material harm and could trigger further operational, financial and supply-chain distress.  The 2022 filing date sits less than two years after the steep pandemic-induced commodity collapse of 1H-2020, so the Time Decay Principle allows high severity scores.  EOG’s language moves along a continuum: (i) generic acknowledgements that pandemics influence prices, (ii) company-specific narratives of the 2020 cash-flow hit and share-price damage, and (iii) forward-looking warnings about renewed price shocks, counter-party defaults, labour shortages, remote-work costs and supply-chain disruptions.  These disclosures are largely aggravating (few mitigants other than a brief note that prices have ‘recovered’).  Because the statements identify both realised and potential impacts on cash flow, capital spending, workforce availability and supply logistics—and because the event is recent—overall risk is assessed as elevated.  Individual snippet scores therefore cluster in the upper mid-range (4-9), with variation driven by specificity, direct linkage to COVID-19, presence of quantified or ‘materially adverse’ language, and whether the impact is historical (higher weight) or merely hypothetical (lower weight)."
EOG,2023-02-23,59,6.555555555555555,9,"EOG’s 2023 filing repeatedly links the COVID-19 pandemic to both historical damage and continuing, forward-looking threats.  Management discloses that the pandemic directly caused sharp commodity-price collapses, material cash-flow reductions in 2020 and sustained inflation in operating and capital costs through supply-chain disruption.  The text also warns that future outbreaks could again depress demand, disrupt logistics, strain labour availability and force large-scale remote-work arrangements, all of which could materially impair operations and financial results.  Although some impacts (price declines, cash-flow squeeze) are backward-looking, they are less than three years old and therefore remain highly relevant under the Time Decay Principle.  Most statements are specific—naming cash-flow effects, supply-chain bottlenecks, labour shortages and IT-security exposures—rather than boiler-plate.  Consequently, the overall risk level is high: the pandemic has already proven it can severely affect EOG, and management foresees persistent vulnerability should another wave or variant emerge."
EOG,2024-02-22,6,3.0,2,"COVID-19 is referenced in EOG’s 2024 Form 10-K primarily as a medium-term, lingering headwind rather than an acute crisis.  The company acknowledges that pandemic-related conditions have already had operational and cost impacts—most notably through supply-chain bottlenecks, inflationary pressures and labour shortages—and flags the disease as an ongoing macro driver of commodity-price volatility.  These remarks are recent enough (≈4 years after the WHO declaration) to avoid heavy time-decay discounts, yet are framed mostly in qualitative language with no quantified dollar hit or forward guidance.  Accordingly, the pandemic is presented as a material but manageable risk: it has produced actual cost inflation and could still influence prices and logistics, but mitigation efforts and the fading intensity of the outbreak temper severity.  Under the Time Decay Principle (4-10-year window), individual evidence snippets therefore merit moderate scores (roughly 4-6 for direct impacts; lower where discussion is generic), yielding an overall medium-level risk assessment."
EPAM,2021-02-25,54,4.5,12,"EPAM’s 2020 Form 10-K links the COVID-19 pandemic to both realized and continuing risks that cut across financial results, operations and labor deployment.  Multiple passages confirm that the pandemic has already ‘adversely affected’ revenue, contract execution and collections, while also projecting further material harm.  The disclosure is recent (event began March 2020; filing Feb 2021) so time-decay is minimal, allowing high severity scores.  Language is specific: it cites customer facility closures, travel/visa blocks, remote-work cybersecurity gaps, revenue loss, bad-debt increases, and incremental cost burdens.  Although management notes some mitigating factors—robust remote-delivery capabilities and the belief that certain travel bans will not be materially adverse—these mitigations do not fully offset the broad, multi-factor threat profile.  Accordingly, most snippets earn scores in the 5-8 range, reflecting direct, current impacts plus credible forward-looking uncertainty, tempered where explicit mitigation is asserted."
EPAM,2022-02-25,68,4.533333333333333,15,"EPAM’s 2022 Form 10-K frames COVID-19 as a still-unfolding, multi-dimensional threat that has already dented performance and could materially worsen near-term results.  The filing, dated only two years after the WHO declaration (well within the 0-to-3-year “recent” window), blends backward-looking evidence of actual disruptions—contract delays, revenue loss and labour constraints—with forward-looking uncertainty involving new variants, customer insolvency, supply-chain inflation and cyber-vulnerabilities tied to remote work.  Although management highlights meaningful mitigants (high remote-work readiness and an “adaptive global delivery model”), these statements are counter-weighted by repeated use of “materially adversely affect,” “losses of revenues,” and “heightening of other risks.”  The language is largely qualitative and unquantified, yet highly specific to operational levers (personnel access, travel restrictions, bad-debt risk, added costs).  Applying the Time Decay Principle, the pandemic remains recent, allowing high scores (7–8) where evidence shows direct or material impact, mid-range scores (4–6) for specific but less severe or more speculative risks, and low/zero scores for predominantly mitigating language.  The overall risk posture is therefore assessed as elevated but partially moderated by demonstrated operational resilience."
EPAM,2023-02-24,36,4.0,9,"EPAM’s 2022 Form 10-K (filed 24-Feb-2023) provides a concentrated discussion of COVID-19 as both an historic and continuing source of financial and operational risk.  The company discloses that it has already experienced negative effects on revenue, profitability and share-price volatility, while also warning that future impacts could be “material” but remain difficult to quantify because of unknown macro variables (inflation, supply-chain health, travel restrictions, client bankruptcies, labour availability, etc.).  These statements are direct, specific to COVID-19, and reference multiple impact channels—customer demand, service delivery, information-security exposure created by remote work, and cascading effects on other risk factors—demonstrating that the threat is not merely hypothetical.  Although EPAM highlights certain mitigations (e.g., large-scale shift to secure remote work that continues to operate “productively”), those remarks are outweighed by repeated acknowledgements of ongoing uncertainty and potential material adverse consequences.  Given the filing date is less than three years after the WHO pandemic declaration, Time-Decay no longer dampens severity; high—but not maximal—scores (typically 6-8) are therefore appropriate, with modest downward adjustments where the company cites concrete mitigating actions."
EPAM,2024-02-22,9,3.0,3,"EPAM’s 2024 Form 10-K references the COVID-19 pandemic only sparingly, signalling that management now views the virus more as a lingering macro-economic head-wind than an acute operational crisis.  The filing identifies one concrete, backward-looking impact: customer demand weakened in 2023 because of uncertainty that ‘followed’ the pandemic, which in turn slowed the company’s growth.  All other references are forward-looking, grouping ‘a pandemic’ with other disruptive events (war, energy instability, civil unrest) that could stress business-continuity plans, create labour-mobility obstacles and push up talent costs.  No quantitative values are supplied, and mitigation steps are discussed only generically (e.g., existence of continuity plans).  Because the original outbreak occurred almost four years before the filing date, the Time Decay Principle places the pandemic in the medium-term window; evidence therefore merits moderate—not high—severity scores.  Overall, the residual pandemic risk appears to be real but waning, reflected by mid-range final snippet scores that peak at 5 and taper to 1 for purely generic statements."
